Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,BIN_normalized
74567,833 & 837 MAPLE STREET,09/20/2023,12/20/2024,1004447.0,833,MAPLE STREET,Brooklyn,11203.0,3045880102.0,3000000.0,BK-09,41,88001.0,BK0902,40.662008,-73.932266,40.66222,-73.932165,12/20/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,,6.0,,,,,,,6.0,,6,20,3000000.0
71703,FINCH GROUP. 4746-4750 WHITE PLAINS RD. WAKEFIELD SENIORS,12/23/2022,12/23/2024,1004586.0,4750,WHITE PLAINS ROAD,Bronx,10470.0,2051130031.0,2000000.0,BX-12,11,442.0,BX1203,40.904834,-73.849625,40.904753,-73.849252,12/23/2024,New Construction,No,Prevailing Wage,72.0,,,,,1.0,71.0,1.0,1.0,,,,,,73.0,,73,73,2000000.0
75715,88 NORTH 1ST STREET APARTMENTS,04/03/2024,12/27/2024,1013120.0,88,NORTH 1 STREET,Brooklyn,11249.0,3023790009.0,3000000.0,BK-01,34,555.0,BK0102,40.716105,-73.963393,40.715927,-73.963584,12/27/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,11.0,3.0,,,,,,,14.0,,14,46,3000000.0
75379,1014 OGDEN AVE APARTMENTS,01/30/2024,12/27/2024,1012674.0,1014,OGDEN AVENUE,Bronx,10452.0,2025120005.0,2000000.0,BX-04,16,189.0,BX0402,40.833391,-73.929107,40.833221,-73.928948,12/27/2024,New Construction,No,Non Prevailing Wage,,,,,16.0,,6.0,10.0,,,,,,,16.0,,16,17,2000000.0
74660,2330 CAMBRELENG AVENUE,09/11/2023,12/27/2024,54870.0,2330,CAMBRELENG AVENUE,Bronx,10458.0,2030890018.0,2000000.0,BX-06,15,391.0,BX0603,40.85345,-73.88577,40.853371,-73.885531,12/27/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,3.0,4.0,7.0,,,,,,14.0,,14,44,2000000.0
73720,12-22 ASTORIA BLVD,02/08/2023,12/27/2024,1012396.0,2025-12-22T00:00:00.000,ASTORIA BOULEVARD,Queens,11102.0,4005120001.0,4000000.0,QN-01,22,83.0,QN0102,40.77211,-73.929937,40.771896,-73.929306,12/27/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,10,4000000.0
73744,113 E 184TH STREET,01/06/2023,12/27/2024,66573.0,113,EAST 184 STREET,Bronx,10468.0,2031730064.0,2013917.0,BX-05,14,23703.0,BX0503,40.859823,-73.900313,40.859944,-73.899944,12/27/2024,New Construction,No,Non Prevailing Wage,,,,,16.0,,8.0,8.0,,,,,,,16.0,,16,51,2013917.0
67899,BLUE SEA. 223 LINDEN STREET. LINDEN GROVE,06/30/2022,12/30/2024,1004426.0,223,LINDEN STREET,Brooklyn,11221.0,,,BK-04,37,433.0,BK0402,40.696176,-73.916696,,,12/30/2025,New Construction,No,Prevailing Wage,152.0,,,,,1.0,109.0,43.0,1.0,,,,,,153.0,,153,153,
70731,100 FLATBUSH AVENUE (PHASE 1),12/23/2021,01/16/2025,994953.0,90,FLATBUSH AVENUE,Brooklyn,11217.0,3001747502.0,3000000.0,BK-02,33,39.0,BK0202,40.685689,-73.978654,40.685673,-73.978997,01/16/2025,New Construction,No,Non Prevailing Wage,,18.0,18.0,9.0,,,5.0,32.0,6.0,2.0,,,,,45.0,,45,441,3000000.0
75454,1896 UNIVERSITY AVE APARTMENTS,03/21/2024,01/23/2025,1012397.0,1896,UNIVERSITY AVENUE,Bronx,10453.0,2028680042.0,2000000.0,BX-05,14,243.0,BX0501,40.852807,-73.913011,40.852673,-73.91273,01/23/2025,New Construction,No,Non Prevailing Wage,,,,,53.0,,13.0,5.0,28.0,7.0,,,,,53.0,,53,53,2000000.0
75443,1499 BEDFORD AVE,03/26/2024,01/30/2025,996625.0,1499,BEDFORD AVENUE,Brooklyn,11216.0,3012530007.0,3000000.0,BK-08,35,219.0,BK0802,40.671552,-73.95474,40.671585,-73.954369,01/30/2025,New Construction,No,Non Prevailing Wage,,,,,30.0,,7.0,8.0,,15.0,,,,,30.0,,30,99,3000000.0
67005,IMPACCT BK. 776-780 MYRTLE AVE,12/22/2022,01/31/2025,998808.0,778,MYRTLE AVENUE,Brooklyn,11206.0,3017540020.0,3000000.0,BK-03,36,253.0,BK0301,40.695079,-73.95176,40.694895,-73.951288,10/18/2024,New Construction,No,Non Prevailing Wage,36.0,8.0,15.0,,,1.0,45.0,8.0,7.0,,,,,,60.0,,60,60,3000000.0
76290,135 MARCY PLACE,09/17/2024,02/05/2025,94273.0,135,MARCY PLACE,Bronx,10452.0,2028410082.0,2008070.0,BX-04,16,22102.0,BX0403,40.837966,-73.915929,40.838095,-73.915654,02/05/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,8.0,,,,,,,,8.0,,8,26,2008070.0
76317,2525 GRAND AVENUE,07/15/2024,02/05/2025,1013351.0,2525,GRAND AVENUE,Bronx,10468.0,2032140051.0,2000000.0,BX-07,14,265.0,BX0701,40.865168,-73.901491,40.865366,-73.90165,02/05/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,8.0,,,,,,,,8.0,,8,24,2000000.0
75698,3056 DECATUR AVENUE,04/15/2024,02/05/2025,60895.0,3056,DECATUR AVENUE,Bronx,10467.0,2033310019.0,2000000.0,BX-07,11,425.0,BX0703,40.870949,-73.879105,40.870678,-73.879055,02/05/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,9,2000000.0
75431,154 LENOX ROAD,02/22/2024,02/05/2025,1012751.0,154,LENOX ROAD,Brooklyn,11226.0,3050840038.0,3000000.0,BK-17,40,822.0,BK1701,40.653873,-73.954424,40.653552,-73.95436,02/05/2025,New Construction,No,Non Prevailing Wage,,,,,13.0,,,6.0,7.0,,,,,,13.0,,13,42,3000000.0
76262,258 ROCKAWAY AVENUE APARTMENTS,07/31/2024,02/12/2025,1014482.0,258,ROCKAWAY AVENUE,Brooklyn,11233.0,3014480037.0,3000000.0,BK-16,41,36501.0,BK1601,40.67437,-73.911124,40.674401,-73.91142,02/12/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,8,3000000.0
76263,260 ROCKAWAY AVENUE APARTMENTS,07/31/2024,02/12/2025,1014516.0,260,ROCKAWAY AVENUE,Brooklyn,11233.0,3014480037.0,3000000.0,BK-16,41,36501.0,BK1601,40.674301,-73.911132,40.674401,-73.91142,02/12/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,8,3000000.0
76264,262 ROCKAWAY AVENUE APARTMENTS,07/31/2024,02/12/2025,1014484.0,262,ROCKAWAY AVENUE,Brooklyn,11233.0,3014480039.0,3000000.0,BK-16,41,36501.0,BK1601,40.674233,-73.911139,40.674263,-73.911434,02/12/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,8,3000000.0
74954,161 MESEROLE AVENUE,12/29/2023,02/12/2025,336233.0,161,MESEROLE AVENUE,Brooklyn,11222.0,3025990025.0,3000000.0,BK-01,33,573.0,BK0101,40.727908,-73.950275,40.728054,-73.950412,02/12/2025,New Construction,No,Non Prevailing Wage,,,,,15.0,,5.0,10.0,,,,,,,15.0,,15,29,3000000.0
67130,COMMUNITY ACCESS. 1159 RIVER AVENUE,12/18/2019,02/13/2025,988878.0,1159,RIVER AVENUE,Bronx,10452.0,,,BX-04,16,197.0,BX0401,40.834635,-73.921947,,,02/13/2025,New Construction,No,Non Prevailing Wage,148.0,,96.0,,,1.0,145.0,28.0,55.0,17.0,,,,,245.0,,245,245,
74856,236 BERRY STREET APARTMENTS,11/20/2023,02/20/2025,302492.0,123,GRAND STREET,Brooklyn,11249.0,3023790024.0,3000000.0,BK-01,34,555.0,BK0102,40.715227,-73.963076,40.715438,-73.962719,02/20/2025,New Construction,No,Non Prevailing Wage,,,,,15.0,,,15.0,,,,,,,15.0,,15,50,3000000.0
74563,26-31 3RD STREET,09/26/2023,02/20/2025,399229.0,26-33,3 STREET,Queens,11102.0,4009107503.0,4000000.0,QN-01,22,87.0,QN0102,40.775892,-73.933782,40.775447,-73.93375,02/20/2025,New Construction,No,Non Prevailing Wage,,,,,5.0,,1.0,3.0,1.0,,,,,,5.0,,5,16,4000000.0
60740,LIGHTHOUSE POINT,06/07/2017,02/20/2025,977177.0,35R,BAY STREET,Staten Island,10301.0,,,SI-01,49,3.0,SI0101,40.6415,-74.075734,,,02/20/2025,New Construction,No,Non Prevailing Wage,,,24.0,,,,5.0,13.0,6.0,,,,,,24.0,,24,115,
67200,WEEKSVILLE,08/19/2022,02/21/2025,1004976.0,1559,PROSPECT PLACE,Brooklyn,11233.0,3013630090.0,3000000.0,BK-08,41,359.0,BK0802,40.672925,-73.924479,40.673172,-73.924533,02/21/2025,New Construction,No,Non Prevailing Wage,10.0,21.0,13.0,,,1.0,22.0,8.0,15.0,,,,,,45.0,,45,45,3000000.0
75678,83-61 116TH STREET APARTMENTS,05/15/2024,02/26/2025,530523.0,83-61,116 STREET,Queens,11418.0,4033210177.0,4000000.0,QN-09,29,134.0,QN0901,40.704642,-73.835877,40.704845,-73.835725,02/26/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,1.0,4.0,4.0,,,,,,9.0,,9,29,4000000.0
76411,2011 VYSE AVENUE,10/08/2024,02/28/2025,1014211.0,2011,VYSE AVENUE,Bronx,10460.0,2031270025.0,2000000.0,BX-06,15,363.0,BX0601,40.842322,-73.8819,40.842646,-73.882033,02/28/2025,New Construction,No,Non Prevailing Wage,,,,,16.0,,10.0,6.0,,,,,,,16.0,,16,17,2000000.0
76316,1847 PITKINS AVE APARTMENTS,07/15/2024,03/05/2025,1013551.0,1847,PITKIN AVENUE,Brooklyn,11212.0,3037090134.0,3000000.0,BK-16,37,908.0,BK1602,40.670596,-73.904687,40.670827,-73.904752,03/05/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,1.0,,7.0,,,,,,8.0,,8,8,3000000.0
74911,1543 BERGEN STREET,12/19/2023,03/05/2025,1015557.0,1543,BERGEN STREET,Brooklyn,11213.0,3013480077.0,3000000.0,BK-08,36,309.0,BK0802,40.675148,-73.932354,40.675389,-73.932476,03/05/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,8,3000000.0
75665,HILLSIDE HOMES,06/04/2024,03/07/2025,122092.0,215,WEST KINGSBRIDGE ROAD,Bronx,10463.0,2032560043.0,2000000.0,BX-08,14,273.0,BX0801,40.871832,-73.904435,40.872051,-73.904095,03/07/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,1.0,3.0,4.0,,,,,,8.0,,8,23,2000000.0
76728,131 CONCORD STREET APARTMENTS,03/12/2025,03/12/2025,1011483.0,131,CONCORD STREET,Brooklyn,11201.0,3001070048.0,3000000.0,BK-02,33,13.0,BK0202,40.697663,-73.986191,40.697929,-73.986231,03/12/2025,New Construction,No,Non Prevailing Wage,,,,,22.0,,4.0,7.0,11.0,,,,,,22.0,,22,73,3000000.0
76283,831 FOREST AVENUE,09/23/2024,03/12/2025,1014054.0,831,FOREST AVENUE,Bronx,10456.0,2026470018.0,2000000.0,BX-01,17,77.0,BX0102,40.820252,-73.905369,40.820485,-73.905517,03/12/2025,New Construction,No,Non Prevailing Wage,,,,,12.0,,,7.0,5.0,,,,,,12.0,,12,15,2000000.0
72151,BK-1640 FLATBUSH AVENUE_MIH72038,05/20/2022,03/19/2025,996166.0,1640,FLATBUSH AVENUE,Brooklyn,11210.0,3075770060.0,3000000.0,BK-14,45,774.0,BK1401,40.630456,-73.945167,40.630313,-73.945473,03/19/2025,New Construction,No,Non Prevailing Wage,,17.0,25.0,,3.0,,9.0,19.0,17.0,,,,,,45.0,,45,171,3000000.0
75681,855A MOTHER GASTON BLVD,05/13/2024,03/20/2025,1012971.0,855A,MOTHER GASTON BOULEVARD,Brooklyn,11212.0,3038550001.0,3000000.0,BK-16,42,920.0,BK1602,40.657621,-73.903754,40.657643,-73.903441,03/20/2025,New Construction,No,Non Prevailing Wage,,,,,5.0,,,3.0,2.0,,,,,,5.0,,5,16,3000000.0
69851,493 MYRTLE AVENUE,05/20/2021,03/20/2025,995900.0,493,MYRTLE AVENUE,Brooklyn,11205.0,3018917502.0,3000000.0,BK-02,35,191.0,BK0204,40.693495,-73.965327,40.693725,-73.965407,03/20/2025,New Construction,No,Non Prevailing Wage,,,4.0,,3.0,,3.0,4.0,,,,,,,7.0,,7,21,3000000.0
71903,404 CARROLL STREET_MIH71789,06/24/2022,03/24/2025,1000973.0,424,CARROLL STREET,Brooklyn,11215.0,3004530001.0,3000000.0,BK-06,39,11901.0,BK0601,40.677884,-73.988402,40.677527,-73.988568,03/24/2025,New Construction,No,Non Prevailing Wage,,36.0,36.0,17.0,1.0,,12.0,50.0,21.0,7.0,,,,,90.0,,90,360,3000000.0
74846,3633 KINGSBRIDGE AVENUE APARTMENTS,11/30/2023,03/26/2025,89762.0,3633,KINGSBRIDGE AVENUE,Bronx,10463.0,2057660882.0,2000000.0,BX-08,11,285.0,BX0802,40.884601,-73.901733,40.884727,-73.901947,03/26/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,9,2000000.0
68462,BEACH GREEN DUNES 3,12/19/2022,04/08/2025,1004802.0,35-01,BEACH CHANNEL DRIVE,Queens,11691.0,4158250007.0,4000000.0,QN-14,31,992.0,QN1401,40.596262,-73.767871,40.595884,-73.768193,04/08/2025,New Construction,No,Non Prevailing Wage,37.0,43.0,65.0,,,1.0,36.0,70.0,37.0,3.0,,,,,146.0,,146,146,4000000.0
76305,2026 HONEYWELL AVE APARTMENTS,08/29/2024,04/09/2025,1013950.0,2026,HONEYWELL AVENUE,Bronx,10460.0,2031220010.0,2000000.0,BX-06,15,363.0,BX0601,40.843496,-73.883683,40.843575,-73.883253,04/09/2025,New Construction,No,Non Prevailing Wage,,,,,59.0,,,,59.0,,,,,,59.0,,59,59,2000000.0
74672,91-15 101 AVENUE APARTMENTS,08/28/2023,04/09/2025,512031.0,91-15,101 AVENUE,Queens,11416.0,4090657501.0,4188499.0,QN-09,32,38.0,QN0904,40.683366,-73.849205,40.683722,-73.84884,04/09/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,4188499.0
68158,GREENPOINT LANDING D3,12/19/2019,04/09/2025,395298.0,213,WEST STREET,Brooklyn,11222.0,3024720002.0,3000000.0,BK-01,33,56302.0,BK0101,40.734434,-73.96002,40.73472,-73.96173,04/09/2025,New Construction,No,Non Prevailing Wage,,,76.0,,32.0,,23.0,31.0,48.0,6.0,,,,,108.0,,108,108,3000000.0
75389,60 CEDAR STREET,01/15/2024,04/10/2025,218408.0,60,CEDAR STREET,Brooklyn,11221.0,3032320005.0,3000000.0,BK-04,34,423.0,BK0401,40.69721,-73.927329,40.697124,-73.927048,04/10/2025,New Construction,No,Non Prevailing Wage,,,,,42.0,,9.0,11.0,22.0,,,,,,42.0,,42,139,3000000.0
74197,8 COURT SQUARE APARTMENTS,12/08/2022,04/10/2025,432643.0,27-10,44 DRIVE,Queens,11101.0,4000810005.0,4000000.0,QN-02,26,1901.0,QN0201,40.746865,-73.94222,40.746668,-73.942484,04/10/2025,New Construction,No,Non Prevailing Wage,,,,,48.0,,17.0,25.0,6.0,,,,,,48.0,,48,157,4000000.0
76299,177-44 129 AVENUE,09/06/2024,04/16/2025,1013923.0,177-44,129 AVENUE,Queens,11434.0,4125380130.0,4000000.0,QN-12,27,33401.0,QN1204,40.680537,-73.764812,40.680522,-73.763785,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,16.0,,1.0,6.0,9.0,,,,,,16.0,,16,16,4000000.0
76229,34-31 9TH STREET,08/16/2024,04/16/2025,400528.0,34-29,9 STREET,Queens,11106.0,4003240013.0,4003849.0,QN-01,22,39.0,QN0105,40.764359,-73.939941,40.764205,-73.939758,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,2.0,,,,2.0,,,,,,2.0,,2,6,4003849.0
75422,388 VERNON AVENUE,03/07/2024,04/16/2025,396519.0,825,WILLOUGHBY AVENUE,Brooklyn,11206.0,3015890154.0,3000000.0,BK-03,36,287.0,BK0302,40.695444,-73.935593,40.695686,-73.935398,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,8.0,,,2.0,,6.0,,,,,8.0,,8,8,3000000.0
75425,676 MYRTLE AVENUE APARTMENTS,03/05/2024,04/16/2025,340928.0,676,MYRTLE AVENUE,Brooklyn,11205.0,3019140022.0,3000000.0,BK-03,33,235.0,BK0301,40.694502,-73.956755,40.69426,-73.956683,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,6.0,,,,6.0,,,,,,6.0,,6,50,3000000.0
75398,1395 BRISTOW ST,01/01/2024,04/16/2025,1011401.0,1395,BRISTOW STREET,Bronx,10459.0,2029630022.0,2129728.0,BX-03,17,153.0,BX0303,40.832934,-73.895088,40.832954,-73.895291,04/16/2025,New Construction,No,Non Prevailing Wage,,,,,29.0,,6.0,,22.0,1.0,,,,,29.0,,29,29,2129728.0
75423,2411 64 STREET,03/06/2024,04/23/2025,164724.0,2411,64 STREET,Brooklyn,11204.0,3065610057.0,3000000.0,BK-11,44,436.0,BK1101,40.611511,-73.975926,40.611716,-73.975883,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,3000000.0
74955,5-22 49TH AVENUE,12/29/2023,04/23/2025,438858.0,2025-05-22T00:00:00.000,49 AVENUE,Queens,11101.0,4000320035.0,4000000.0,QN-02,26,701.0,QN0201,40.743795,-73.95585,40.743525,-73.955561,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,9.0,,,4.0,5.0,,,,,,9.0,,9,29,4000000.0
74984,50 VARET STREET APARTMENTS,11/13/2023,04/23/2025,989432.0,43,GRAHAM AVENUE,Brooklyn,11206.0,3031130017.0,3000000.0,BK-01,34,491.0,BK0104,40.702875,-73.942478,40.702845,-73.942781,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,11.0,,3.0,6.0,2.0,,,,,,11.0,,11,35,3000000.0
71969,1640 PARK AVENUE,10/28/2022,04/23/2025,1006419.0,1638,PARK AVENUE,Manhattan,10029.0,1016220033.0,1000000.0,MN-11,8,184.0,MN1102,40.799208,-73.94332,40.799606,-73.943489,04/23/2025,New Construction,No,Non Prevailing Wage,,3.0,3.0,,,,2.0,2.0,2.0,,,,,,6.0,,6,24,1000000.0
71158,1516 FULTON STREET,06/30/2021,04/23/2025,297498.0,1516,FULTON STREET,Brooklyn,11216.0,3018647502.0,3053844.0,BK-03,36,271.0,BK0302,40.679867,-73.940072,40.67964,-73.940241,04/23/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,23,3053844.0
74663,2180 ARTHUR AVENUE,09/05/2023,04/24/2025,46198.0,2180,ARTHUR AVENUE,Bronx,10457.0,2030700288.0,2000000.0,BX-06,15,373.0,BX0602,40.851531,-73.890302,40.851714,-73.889814,04/24/2025,New Construction,No,Non Prevailing Wage,,,,,45.0,,5.0,35.0,5.0,,,,,,45.0,,45,46,2000000.0
70450,2017 GRAND CONCOURSE,06/28/2023,04/24/2025,1002864.0,2017,GRAND CONCOURSE,Bronx,10453.0,2028080090.0,2000000.0,BX-05,14,23501.0,BX0502,40.851716,-73.904197,40.851867,-73.904655,04/24/2025,New Construction,No,Non Prevailing Wage,9.0,16.0,8.0,,,1.0,9.0,16.0,9.0,,,,,,34.0,,34,34,2000000.0
64689,NME III,12/22/2021,04/29/2025,994120.0,207,WEST 140 STREET,Manhattan,10030.0,1020260024.0,1000000.0,MN-10,9,230.0,MN1002,40.818736,-73.941995,40.819008,-73.942071,05/17/2024,New Construction,No,Non Prevailing Wage,,,,21.0,,,,10.0,11.0,,,,,,,21.0,21,21,1000000.0
64689,NME III,12/22/2021,04/29/2025,994121.0,304,WEST 150 STREET,Manhattan,10039.0,1020450098.0,1000000.0,MN-10,9,259.0,MN1002,40.826069,-73.939785,40.826047,-73.940298,04/29/2025,New Construction,No,Non Prevailing Wage,,,,31.0,,,1.0,11.0,8.0,11.0,,,,,,31.0,31,31,1000000.0
75435,3336 HULL AVENUE APARTMENTS,02/08/2024,05/01/2025,87522.0,3336,HULL AVENUE,Bronx,10467.0,2033520023.0,2018497.0,BX-07,11,42902.0,BX0703,40.87774,-73.873834,40.87772,-73.873552,05/01/2025,New Construction,No,Non Prevailing Wage,,,,,7.0,,4.0,2.0,1.0,,,,,,7.0,,7,14,2018497.0
76401,236 EAST 35 STREET,10/29/2024,05/02/2025,1014232.0,236,EAST 35 STREET,Brooklyn,11203.0,,,BK-17,40,856.0,BK1701,40.649683,-73.944639,,,05/02/2025,New Construction,No,Non Prevailing Wage,,,,,2.0,,,,1.0,1.0,,,,,2.0,,2,6,
74588,2976 3RD AVE APARTMENTS,08/16/2023,05/07/2025,63939.0,481,EAST 153 STREET,Bronx,10455.0,2023630012.0,2000000.0,BX-01,17,71.0,BX0102,40.818464,-73.914342,40.818543,-73.914071,05/07/2025,New Construction,No,Non Prevailing Wage,,,,,21.0,,7.0,10.0,4.0,,,,,,21.0,,21,69,2000000.0
73027,38-38 32ND STREET,06/15/2023,05/13/2025,1006182.0,38-38,32 STREET,Queens,11101.0,4003820029.0,4000000.0,QN-01,26,31.0,QN0105,40.752928,-73.931632,40.752577,-73.932214,05/13/2025,New Construction,No,Non Prevailing Wage,,,12.0,,8.0,,3.0,13.0,4.0,,,,,,20.0,,20,64,4000000.0
76329,2783 WEBB AVE APARTMENTS,07/04/2024,05/14/2025,120399.0,2783,WEBB AVENUE,Bronx,10468.0,2032490221.0,2015388.0,BX-08,14,26702.0,BX0801,40.871453,-73.901214,40.871396,-73.901558,05/14/2025,New Construction,No,Non Prevailing Wage,,,,,18.0,,11.0,6.0,,1.0,,,,,18.0,,18,19,2015388.0
75685,1678 DAVIDSON AVE APARTMENTS,05/06/2024,05/14/2025,60416.0,1678,DAVIDSON AVENUE,Bronx,10453.0,2028610017.0,2008345.0,BX-05,14,217.0,BX0501,40.846569,-73.914292,40.84649,-73.914046,05/14/2025,New Construction,No,Non Prevailing Wage,,,,,16.0,,14.0,2.0,,,,,,,16.0,,16,17,2008345.0
75690,229 WEST KINGSBRIDGE,04/30/2024,05/14/2025,1012904.0,229,WEST KINGSBRIDGE ROAD,Bronx,10463.0,2032560048.0,2000000.0,BX-08,14,273.0,BX0801,40.872362,-73.904442,40.872326,-73.904069,05/14/2025,New Construction,No,Non Prevailing Wage,,,,,12.0,,,12.0,,,,,,,12.0,,12,37,2000000.0
75695,2414 CAMBRELENG AVE APARTMENTS,04/18/2024,05/14/2025,1013453.0,2414,CAMBRELENG AVENUE,Bronx,10458.0,2030900006.0,2000000.0,BX-06,15,389.0,BX0603,40.854899,-73.885069,40.854833,-73.884871,05/14/2025,New Construction,No,Non Prevailing Wage,,,,,4.0,,,4.0,,,,,,,4.0,,4,13,2000000.0
71243,2508 FOSTER AVENUE,11/23/2022,05/22/2025,999221.0,2508,FOSTER AVENUE,Brooklyn,11210.0,3052270017.0,3000000.0,BK-14,45,78801.0,BK1401,40.638416,-73.953228,40.638161,-73.952987,05/22/2025,New Construction,No,Non Prevailing Wage,,,9.0,,46.0,,4.0,5.0,31.0,15.0,,,,,55.0,,55,55,3000000.0
76342,2423 BARKER AVENUE APARTMENTS,08/16/2024,05/23/2025,47147.0,2423,BARKER AVENUE,Bronx,10467.0,2044240048.0,2000000.0,BX-11,15,33202.0,BX1104,40.861955,-73.869429,40.862151,-73.869699,05/23/2025,New Construction,No,Non Prevailing Wage,,,,,12.0,,1.0,8.0,2.0,1.0,,,,,12.0,,12,38,2000000.0
75658,218 FRONT STREET APARTMENTS,06/10/2024,05/23/2025,296347.0,218,FRONT STREET,Brooklyn,11201.0,3000550020.0,3000000.0,BK-02,33,21.0,BK0202,40.702309,-73.983698,40.701876,-73.983742,05/23/2025,New Construction,No,Non Prevailing Wage,,,,,66.0,,16.0,17.0,33.0,,,,,,66.0,,66,218,3000000.0
76434,463 WEST 125TH STREET APARTMENTS,12/26/2024,05/28/2025,1015652.0,463,WEST 125 STREET,Manhattan,10027.0,1019660040.0,1000000.0,MN-09,7,20901.0,MN0901,40.812869,-73.955807,40.813159,-73.955659,05/28/2025,New Construction,No,Non Prevailing Wage,,,,,5.0,,2.0,3.0,,,,,,,5.0,,5,14,1000000.0
76242,931 NEW YORK AVENUE,08/14/2024,05/28/2025,344068.0,931,NEW YORK AVENUE,Brooklyn,11203.0,3048870063.0,3109420.0,BK-17,40,856.0,BK1701,40.650427,-73.946607,40.650592,-73.946314,05/28/2025,New Construction,No,Non Prevailing Wage,,,,,4.0,,1.0,1.0,2.0,,,,,,4.0,,4,12,3109420.0
64886,ROCKAWAY VILLAGE PHASE 3,12/30/2020,05/28/2025,996947.0,1721,REDFERN AVENUE,Queens,11691.0,4155377501.0,4620755.0,QN-14,31,103202.0,QN1401,40.606694,-73.753145,40.606419,-73.752861,08/21/2023,New Construction,No,Non Prevailing Wage,89.0,88.0,176.0,,,1.0,42.0,102.0,163.0,47.0,,,,,354.0,,354,354,4620755.0
72135,16 DUPONT STREET,12/12/2022,05/29/2025,1006239.0,16,DUPONT STREET,Brooklyn,11222.0,3024940006.0,3000000.0,BK-01,33,56302.0,BK0101,40.735419,-73.95985,40.735205,-73.959716,05/29/2025,New Construction,No,Non Prevailing Wage,,,37.0,,,,9.0,9.0,19.0,,,,,,37.0,,37,381,3000000.0
76279,257 DRIGGS AVENUE,09/24/2024,05/30/2025,234532.0,257,DRIGGS AVENUE,Brooklyn,11222.0,3026990009.0,3067546.0,BK-01,33,499.0,BK0101,40.722662,-73.948013,40.72236,-73.947927,05/30/2025,New Construction,No,Non Prevailing Wage,,,,,6.0,,1.0,1.0,4.0,,,,,,6.0,,6,18,3067546.0
74573,26-36 4TH STREET,09/19/2023,05/30/2025,992498.0,26-36,4 STREET,Queens,11102.0,4009100039.0,4000000.0,QN-01,22,87.0,QN0102,40.775573,-73.932938,40.775247,-73.933433,05/30/2025,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,10,4000000.0
73814,164 4TH AVENUE,02/02/2024,06/05/2025,1016760.0,336,DOUGLASS STREET,Brooklyn,11217.0,,,BK-06,39,11901.0,BK0601,40.679558,-73.982406,,,06/05/2025,New Construction,No,Non Prevailing Wage,,38.0,,,,,3.0,29.0,6.0,,,,,,38.0,,38,188,
75703,807 WASHINGTON AVENUE,04/09/2024,06/06/2025,971016.0,807,WASHINGTON AVENUE,Brooklyn,11238.0,3011800005.0,3029644.0,BK-08,35,215.0,BK0801,40.672277,-73.962682,40.672205,-73.962368,06/06/2025,New Construction,No,Non Prevailing Wage,,,,,4.0,,1.0,1.0,2.0,,,,,,4.0,,4,11,3029644.0
