Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,BIN_str,BBL_str,has_valid_bin,earliest_dob_date,earliest_dob_date_source,application_number,fully_permitted_date,earliest_co_date,bbl_normalized,Zoning Project ID,ZAP_project_name,ZAP_project_brief,ZAP_project_status,ZAP_public_status,ZAP_ulurp_non,ZAP_actions,ZAP_ulurp_numbers,ZAP_ceqr_number,ZAP_primary_applicant,ZAP_applicant_type,ZAP_borough,ZAP_community_district,ZAP_flood_zone_a,ZAP_flood_zone_shadedx,ZAP_current_milestone,ZAP_current_milestone_date,ZAP_app_filed_date,ZAP_certified_referred,ZAP_mih_flag,ZAP_mih_option1,ZAP_mih_option2,ZAP_mih_workforce,ZAP_mih_deepaffordability,ZAP_dcp_visibility,ZAP_completed_date,ZAP_ceqr_type,ZAP_ceqr_leadagency,ZAP_eas_eis,ZAP_noticed_date,ZAP_approval_date,ZAP_cc_district,ZAP_mih_mapped_no_res,ZAP_current_envmilestone,ZAP_current_envmilestone_date
44223,ROCHESTER SUYDAM PHASE 1,2021-06-30T00:00:00.000,969695.0,35,ROCHESTER AVENUE,Brooklyn,11233.0,3017090009.0,3000000.0,BK-03,41.0,299.0,BK0302,40.677925,-73.927466,40.677886,-73.927181,2024-06-11T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,2.0,6.0,,,2.0,6.0,,,,,,,8.0,8.0,8,Multifamily Finance Program,2024-09-24T00:00:00.000,No,Article XI,3000000.0,3017090009.0,False,2020-05-04,pre__filing_date,321590453,2021-08-20,2024-06-11 00:00:00,3017090009,P2017K0240,Rochester Suydam ULURP (UDAAP),"This is an application by HPD requesting a UDAAP designation, project approval and disposition of city-owned land to facilitate seven new developments with 78 total residential units to be developed under HPD’s Open Door program at 421-23 Herkimer St, 440-444 Herkimer St, 35-37 Rochester Ave, 18-22 Suydam Pl, 815 Herkimer St, 329-331 Ralph Ave, and 335 Ralph Ave in Bedford-Stuyvesant, CD 3, Brooklyn.",Complete,Completed,ULURP,,190453HAK,17HPD051K,HPD,Other Public Agency,Brooklyn,K03,false,false,HA - Project Completed,2020-04-27T00:00:00.000,,2019-10-15T00:00:00.000,,,,,,General Public,2020-04-27T00:00:00.000,Unlisted,HPD,,,,,,,
44223,ROCHESTER SUYDAM PHASE 1,2021-06-30T00:00:00.000,975702.0,18-22,SUYDAM PLACE,Brooklyn,11233.0,3017090028.0,3000000.0,BK-03,41.0,299.0,BK0302,40.677823,-73.926554,40.677782,-73.926828,2024-03-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,14.0,1.0,,,14.0,1.0,,,,,,,15.0,15.0,15,Multifamily Finance Program,2024-09-24T00:00:00.000,No,Article XI,3000000.0,3017090028.0,False,2020-05-04,pre__filing_date,321590480,2021-08-18,2024-02-12 09:15:45,3017090028,P2017K0240,Rochester Suydam ULURP (UDAAP),"This is an application by HPD requesting a UDAAP designation, project approval and disposition of city-owned land to facilitate seven new developments with 78 total residential units to be developed under HPD’s Open Door program at 421-23 Herkimer St, 440-444 Herkimer St, 35-37 Rochester Ave, 18-22 Suydam Pl, 815 Herkimer St, 329-331 Ralph Ave, and 335 Ralph Ave in Bedford-Stuyvesant, CD 3, Brooklyn.",Complete,Completed,ULURP,,190453HAK,17HPD051K,HPD,Other Public Agency,Brooklyn,K03,false,false,HA - Project Completed,2020-04-27T00:00:00.000,,2019-10-15T00:00:00.000,,,,,,General Public,2020-04-27T00:00:00.000,Unlisted,HPD,,,,,,,
44223,ROCHESTER SUYDAM PHASE 1,2021-06-30T00:00:00.000,977564.0,329,RALPH AVENUE,Brooklyn,11233.0,3015560007.0,3000000.0,BK-03,41.0,301.0,BK1601,40.677798,-73.92173,40.677663,-73.921474,2024-07-24T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,10.0,,,,3.0,7.0,,,,,,,10.0,10.0,10,Multifamily Finance Program,2024-09-24T00:00:00.000,No,Article XI,3000000.0,3015560007.0,False,2020-05-05,pre__filing_date,321590578,2021-08-20,,3015560007,P2017K0240,Rochester Suydam ULURP (UDAAP),"This is an application by HPD requesting a UDAAP designation, project approval and disposition of city-owned land to facilitate seven new developments with 78 total residential units to be developed under HPD’s Open Door program at 421-23 Herkimer St, 440-444 Herkimer St, 35-37 Rochester Ave, 18-22 Suydam Pl, 815 Herkimer St, 329-331 Ralph Ave, and 335 Ralph Ave in Bedford-Stuyvesant, CD 3, Brooklyn.",Complete,Completed,ULURP,,190453HAK,17HPD051K,HPD,Other Public Agency,Brooklyn,K03,false,false,HA - Project Completed,2020-04-27T00:00:00.000,,2019-10-15T00:00:00.000,,,,,,General Public,2020-04-27T00:00:00.000,Unlisted,HPD,,,,,,,
44225,Brook Avenue Apartments,2014-06-27T00:00:00.000,927748.0,469,EAST 147 STREET,Bronx,10455.0,2022927501.0,2129098.0,BX-01,8.0,43.0,BX0101,40.813854,-73.9164,40.81401,-73.916234,2016-12-23T00:00:00.000,New Construction,No,Non Prevailing Wage,,,11.0,,,,,1.0,10.0,,,,,,11.0,,11.0,11,Multifamily Finance Program,2016-12-28T00:00:00.000,No,421a,2129098.0,2022927501.0,True,2011-06-14,pre__filing_date,220124381,2015-02-12,,2022927501,P2012X0221,BROOK AVENUE,"This is a public application by HPD requesting the designation of property (Block 2292, Lots 49 and 50) as an Urban Development Action Area, and the disposition of property (Lot 49) to a developer selected by HPD to facilitate the development of two new mixed-use buildings (five-stories and seven stories), with 66 affordable dwelling units, 6,476 sf of open space, and 1,710 sf of commercial space, at 493 Brook Avenue and 457/467 East 147th Street in Mott Haven, Community District 1, Bronx.",Complete,Completed,Non-ULURP,,C120161HAX,07HPD019X,HPD,Other Public Agency,Bronx,X01,false,false,,,,2012-02-06T00:00:00.000,,,,,,General Public,2012-07-31T00:00:00.000,Unlisted,HPD,EAS,,,,,,
44225,Brook Avenue Apartments,2014-06-27T00:00:00.000,955261.0,455,EAST 147 STREET,Bronx,10455.0,2022927501.0,2000000.0,BX-01,8.0,43.0,BX0101,40.813948,-73.916682,40.81401,-73.916234,2016-12-28T00:00:00.000,New Construction,No,Non Prevailing Wage,,14.0,40.0,,,1.0,7.0,35.0,12.0,1.0,,,,,55.0,,55.0,55,Multifamily Finance Program,2016-12-28T00:00:00.000,No,421a,2000000.0,2022927501.0,False,,,,,,2022927501,P2012X0221,BROOK AVENUE,"This is a public application by HPD requesting the designation of property (Block 2292, Lots 49 and 50) as an Urban Development Action Area, and the disposition of property (Lot 49) to a developer selected by HPD to facilitate the development of two new mixed-use buildings (five-stories and seven stories), with 66 affordable dwelling units, 6,476 sf of open space, and 1,710 sf of commercial space, at 493 Brook Avenue and 457/467 East 147th Street in Mott Haven, Community District 1, Bronx.",Complete,Completed,Non-ULURP,,C120161HAX,07HPD019X,HPD,Other Public Agency,Bronx,X01,false,false,,,,2012-02-06T00:00:00.000,,,,,,General Public,2012-07-31T00:00:00.000,Unlisted,HPD,EAS,,,,,,
44239,Home for Harlem Dowling,2014-06-30T00:00:00.000,927150.0,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027.0,1019110061.0,1090253.0,MN-10,9.0,224.0,MN1002,40.81014,-73.947461,40.809912,-73.947125,2016-12-29T00:00:00.000,New Construction,No,Non Prevailing Wage,12.0,,47.0,,,1.0,12.0,12.0,36.0,,,,,,60.0,,60.0,60,Multifamily Finance Program,2016-12-29T00:00:00.000,No,420c,1090253.0,1019110061.0,True,2014-03-18,pre__filing_date,121908132,2015-04-14,2016-12-29 00:00:00,1019110061,P2012M0277,HARLEM DOWLING,The Department of Housing Preservation and Development is requesting a zoning map change from R7-2/C1-4 to R8A and disposition of city-owned property.,Complete,Completed,ULURP,,C130271ZMM; C130272HAM,07HPD027M,NYC HPD,Other Public Agency,Manhattan,M10,false,false,,,,2013-05-20T00:00:00.000,,,,,,General Public,2013-11-20T00:00:00.000,Unlisted,HPD,EAS,,,,,,
44239,Home for Harlem Dowling,2014-06-30T00:00:00.000,927150.0,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027.0,1019110061.0,1090253.0,MN-10,9.0,224.0,MN1002,40.81014,-73.947461,40.809912,-73.947125,2016-12-29T00:00:00.000,New Construction,No,Non Prevailing Wage,12.0,,47.0,,,1.0,12.0,12.0,36.0,,,,,,60.0,,60.0,60,Multifamily Finance Program,2016-12-29T00:00:00.000,No,420c,1090253.0,1019110061.0,True,2014-03-18,pre__filing_date,121908132,2015-04-14,2016-12-29 00:00:00,1019110061,P1994M0328,C-O-P,"RESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 2 PARCELS",Withdrawn-Other,Completed,ULURP,,,,Department of General Services (now part of DCAS),Other Public Agency,Manhattan,M10,,,,,,1995-09-18T00:00:00.000,,,,,,General Public,1995-11-07T00:00:00.000,,,,,,,,,
44239,Home for Harlem Dowling,2014-06-30T00:00:00.000,927150.0,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027.0,1019110061.0,1090253.0,MN-10,9.0,224.0,MN1002,40.81014,-73.947461,40.809912,-73.947125,2016-12-29T00:00:00.000,New Construction,No,Non Prevailing Wage,12.0,,47.0,,,1.0,12.0,12.0,36.0,,,,,,60.0,,60.0,60,Multifamily Finance Program,2016-12-29T00:00:00.000,No,420c,1090253.0,1019110061.0,True,2014-03-18,pre__filing_date,121908132,2015-04-14,2016-12-29 00:00:00,1019110061,P1997M0333,C-O-P/HARLEM-E.HARLEM CITIES URA,UNRESTRICTED DISPOSITION OF 13 VACANT PARCELS,Complete,Completed,ULURP,,C970471PPM,,DCAS - Department of Citywide Administrative Services (NYC),Other Public Agency,Manhattan,M10,,,,,,1997-05-12T00:00:00.000,,,,,,General Public,1997-12-01T00:00:00.000,,,,,,,,,
44239,Home for Harlem Dowling,2014-06-30T00:00:00.000,927150.0,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027.0,1019110061.0,1090253.0,MN-10,9.0,224.0,MN1002,40.81014,-73.947461,40.809912,-73.947125,2016-12-29T00:00:00.000,New Construction,No,Non Prevailing Wage,12.0,,47.0,,,1.0,12.0,12.0,36.0,,,,,,60.0,,60.0,60,Multifamily Finance Program,2016-12-29T00:00:00.000,No,420c,1090253.0,1019110061.0,True,2014-03-18,pre__filing_date,121908132,2015-04-14,2016-12-29 00:00:00,1019110061,P2012M0277,HARLEM DOWLING,The Department of Housing Preservation and Development is requesting a zoning map change from R7-2/C1-4 to R8A and disposition of city-owned property.,Complete,Completed,ULURP,,C130271ZMM; C130272HAM,07HPD027M,NYC HPD,Other Public Agency,Manhattan,M10,false,false,,,,2013-05-20T00:00:00.000,,,,,,General Public,2013-11-20T00:00:00.000,Unlisted,HPD,EAS,,,,,,
44239,Home for Harlem Dowling,2014-06-30T00:00:00.000,927150.0,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027.0,1019110061.0,1090253.0,MN-10,9.0,224.0,MN1002,40.81014,-73.947461,40.809912,-73.947125,2016-12-29T00:00:00.000,New Construction,No,Non Prevailing Wage,12.0,,47.0,,,1.0,12.0,12.0,36.0,,,,,,60.0,,60.0,60,Multifamily Finance Program,2016-12-29T00:00:00.000,No,420c,1090253.0,1019110061.0,True,2014-03-18,pre__filing_date,121908132,2015-04-14,2016-12-29 00:00:00,1019110061,P2012M0277,HARLEM DOWLING,The Department of Housing Preservation and Development is requesting a zoning map change from R7-2/C1-4 to R8A and disposition of city-owned property.,Complete,Completed,ULURP,,C130271ZMM; C130272HAM,07HPD027M,NYC HPD,Other Public Agency,Manhattan,M10,false,false,,,,2013-05-20T00:00:00.000,,,,,,General Public,2013-11-20T00:00:00.000,Unlisted,HPD,EAS,,,,,,
44239,Home for Harlem Dowling,2014-06-30T00:00:00.000,927150.0,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027.0,1019110061.0,1090253.0,MN-10,9.0,224.0,MN1002,40.81014,-73.947461,40.809912,-73.947125,2016-12-29T00:00:00.000,New Construction,No,Non Prevailing Wage,12.0,,47.0,,,1.0,12.0,12.0,36.0,,,,,,60.0,,60.0,60,Multifamily Finance Program,2016-12-29T00:00:00.000,No,420c,1090253.0,1019110061.0,True,2014-03-18,pre__filing_date,121908132,2015-04-14,2016-12-29 00:00:00,1019110061,P1994M0328,C-O-P,"RESTRICTED DISPOSITION OF CITY-OWNED PROPERTY, 2 PARCELS",Withdrawn-Other,Completed,ULURP,,,,Department of General Services (now part of DCAS),Other Public Agency,Manhattan,M10,,,,,,1995-09-18T00:00:00.000,,,,,,General Public,1995-11-07T00:00:00.000,,,,,,,,,
44256,WSFSSH. 145 WEST 108TH ST. VALLEY LODGE,2018-12-31T00:00:00.000,988143.0,137,WEST 108 STREET,Manhattan,10025.0,1018637501.0,1090749.0,MN-07,7.0,193.0,MN0703,40.801083,-73.963173,40.801533,-73.963678,2021-09-29T00:00:00.000,New Construction,No,Non Prevailing Wage,129.0,,69.0,,,1.0,119.0,53.0,19.0,8.0,,,,,199.0,,199.0,199,Multifamily Finance Program,2021-09-29T00:00:00.000,No,,1090749.0,1018637501.0,True,2017-10-13,pre__filing_date,121204320,2019-05-15,2021-09-29 15:02:09,1018637501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44280,ELTON CROSSING (AKA MELROSE COMMONS NORTH SITE C),2015-06-30T00:00:00.000,928040.0,432,EAST 162 STREET,Bronx,10451.0,2023837501.0,2127429.0,BX-03,17.0,141.0,BX0301,40.824462,-73.912514,40.824056,-73.912113,2019-02-27T00:00:00.000,New Construction,No,Non Prevailing Wage,15.0,46.0,137.0,,,1.0,7.0,79.0,95.0,18.0,,,,,199.0,,199.0,199,Multifamily Finance Program,2019-02-27T00:00:00.000,No,420c,2127429.0,2023837501.0,True,2014-09-05,pre__filing_date,220403882,2016-01-11,2019-02-27 00:00:00,2023837501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44281,STANLEY COMMONS,2014-12-31T00:00:00.000,980874.0,924,HENDRIX PLACE,Brooklyn,11207.0,3043750001.0,3425901.0,BK-05,42.0,1106.0,BK0503,40.658302,-73.882849,40.658546,-73.88344,2017-12-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,1.0,30.0,,,,,12.0,15.0,4.0,,,,,31.0,,31.0,31,Multifamily Finance Program,2018-01-23T00:00:00.000,No,420c,3425901.0,3043750001.0,True,2013-08-05,pre__filing_date,320576186,2015-05-14,2018-08-06 00:00:00,3043750001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
